school_key,urn,establishment_number,dfe_number,school_name,school_type,school_status,religious_character,statutory_low_age,statutory_high_age,percentage_fsm,administrative_district,school_capacity,census_date,number_of_pupils,number_of_boys,number_of_girls,number_of_fsm,ofsted_rating_name,ofsted_last_insp,street,locality,address3,town,county,postcode,school_website,telephone_num,head_title,head_first_name,head_last_name,head_preferred_job_title,ofsted_rating_score
1079,125171,3327,936/3327,St Paul's CofE (Aided) Primary School,Local authority maintained schools,Open,Church of England,5,11,9.1,Mole Valley,420,21-01-2021,419,211,208,38,Outstanding,13-02-2013,St Paul's Road West,,,Dorking,Surrey,RH4 2HS,http://www.stpaulsschool-dorking.co.uk,01306883547,Mrs,Ann,Alden,Acting Headteacher,1
1081,125173,3331,936/3331,St Jude's Church of England Junior School,Local authority maintained schools,Open,Church of England,7,11,21.3,Runnymede,240,21-01-2021,240,110,130,51,Good,23-01-2019,Bagshot Road,Englefield Green,,Egham,Surrey,TW20 0RU,http://www.stjudes.surrey.sch.uk,01784432180,Mrs,Vicki,Chiverton,Headteacher,2
1082,125174,3333,936/3333,Thorpe CofE Aided Primary School,Local authority maintained schools,Open,Church of England,4,11,14.2,Runnymede,210,21-01-2021,197,89,108,28,Good,30-01-2019,The Bence,Rosemary Lane,Thorpe,Egham,Surrey,TW20 8QD,http://www.thorpe.surrey.sch.uk,01932562329,Mrs,Helen,Southgate,Headteacher,2
1084,125176,3335,936/3335,St James CofE Aided Primary School,Local authority maintained schools,Open,Church of England,4,11,13.9,Waverley,210,21-01-2021,209,116,93,29,Good,13-12-2018,Thursley Road,Elstead,,Godalming,Surrey,GU8 6DH,http://www.st-james-elstead.surrey.sch.uk,01252703248,Mrs,Valerie,Elliott,Headteacher,2
1086,141733,3337,936/3337,Esher Church School,Academies,Open,Church of England,4,11,1.9,Elmbridge,420,21-01-2021,360,175,185,7,Good,09-01-2019,Milbourne Lane,,,Esher,Surrey,KT10 9DU,www.esherchurchschool.co.uk,01372463139,,Benjamin,Foley,Headteacher,2
1087,125178,3340,936/3340,"St Matthew's CofE Aided Infant School, Cobham",Local authority maintained schools,Open,Church of England,5,7,2.3,Elmbridge,90,21-01-2021,86,34,52,2,Outstanding,16-10-2013,Downside,,,Cobham,Surrey,KT11 3NA,http://www.stmatthewsinfantscobham.co.uk,01932863212,Mrs,Katharine,Hutt,Headteacher,1
1088,125179,3341,936/3341,"St Lawrence CofE Aided Junior School, East Molesey",Local authority maintained schools,Open,Church of England,7,11,7.2,Elmbridge,360,21-01-2021,292,142,150,21,Good,02-05-2018,Church Road,,,East Molesey,Surrey,KT8 9DR,www.stlawrence-junior.surrey.sch.uk,02089410846,Mr,Damian,Tucker,Headteacher,2
1089,125180,3343,936/3343,Long Ditton St Mary's CofE (Aided) Junior School,Local authority maintained schools,Open,Church of England,7,11,7.7,Elmbridge,270,21-01-2021,235,130,105,18,Good,25-05-2017,Sugden Road,Long Ditton,,Surbiton,Surrey,KT7 0AD,www.longdittonstmarysschool.co.uk/,02083981070,Mrs,Sarah,Martin,Headteacher,2
1090,125181,3344,936/3344,Ewhurst CofE Aided Infant School,Local authority maintained schools,Open,Church of England,4,7,4.9,Waverley,90,21-01-2021,61,32,29,3,Outstanding,04-12-2009,The Street,,,Ewhurst,Surrey,GU6 7PX,www.ewhurst.surrey.sch.uk/,01483277291,Mrs,Clare,McConnell,Headteacher,1
1091,125182,3345,936/3345,St Peter's CofE Primary School,Local authority maintained schools,Open,Church of England,4,11,7.4,Waverley,436,21-01-2021,405,205,200,30,Good,17-10-2018,Little Green Lane,Wrecclesham,,Farnham,Surrey,GU9 8TF,http://www.stpeters-farnham.surrey.sch.uk,01252714115,Mrs,Sarah,Dunning,Headteacher,2
1092,125183,3346,936/3346,"St Mary's CofE Aided Infant School, Frensham",Local authority maintained schools,Open,Church of England,5,7,1.1,Waverley,90,21-01-2021,90,47,43,1,Good,24-09-2019,Frensham Road,Frensham,,Farnham,Surrey,GU10 3DS,www.stmarys-frensham.surrey.sch.uk,01252792406,Mrs,Jennifer,Downing,Headteacher,2
1093,125184,3347,936/3347,St John's CofE Aided Infant School,Local authority maintained schools,Open,Church of England,5,7,2.7,Waverley,90,21-01-2021,73,44,29,2,Outstanding,10-06-2010,Barford Lane,Churt,,Farnham,Surrey,GU10 2JE,www.stjohns-farnham.surrey.sch.uk,01428713216,Mrs,Marion,Stevens,Headteacher,1
1095,125186,3350,936/3350,Busbridge CofE Aided Junior School,Local authority maintained schools,Open,Church of England,7,11,6.3,Waverley,240,21-01-2021,239,124,115,15,Good,19-06-2018,Brighton Road,,,Godalming,Surrey,GU7 1XA,http://www.busbridge-junior.surrey.sch.uk,01483417302,Mr,Richard,Catchpole,Headteacher,2
1097,144939,3351,936/3351,St Stephen's CofE Primary School,Academies,Open,Church of England,2,11,16.9,Tandridge,210,21-01-2021,232,134,98,35,Not reported,,Hunters Chase,South Godstone,,Godstone,Surrey,RH9 8HR,www.ststephens.surrey.sch.uk/,01342892219,Mrs,Amanda,Blackburn,Headteacher,
1099,141446,3353,936/3353,Queen Eleanor's Church of England School,Academies,Open,Church of England,7,11,8.8,Guildford,360,21-01-2021,351,189,162,31,Good,13-09-2017,Queen Eleanor's Road,,,Guildford,Surrey,GU2 7SD,http://www.queen-eleanors.surrey.sch.uk,01483561323,Mrs,Joanne,Davies,Headteacher,2
1100,125189,3357,936/3357,St Nicolas CofE Aided Infant School,Local authority maintained schools,Open,Church of England,5,7,2.3,Guildford,90,21-01-2021,88,41,47,2,Good,12-06-2019,Portsmouth Road,,,Guildford,Surrey,GU2 4YD,www.st-nicolas-guildford.com/,01483561639,Mrs,Emma,Smart,Headteacher,2
1104,125190,3369,936/3369,St Giles' CofE (Aided) Infant School,Local authority maintained schools,Open,Church of England,5,7,6.5,Mole Valley,90,21-01-2021,77,42,35,5,Outstanding,16-11-2021,Dene Road,,,Ashtead,Surrey,KT21 1EA,www.stgiles.surrey.sch.uk/,01372272017,Mrs,Nicola,Angus,Headteacher,1
1105,125191,3370,936/3370,Limpsfield CofE Infant School,Local authority maintained schools,Open,Church of England,4,7,9.5,Tandridge,180,21-01-2021,160,74,86,15,Outstanding,06-06-2013,Limpsfield Common,Westerham Road,,Oxted,Surrey,RH8 0EA,www.limpsfield.surrey.sch.uk/,01883723183,Mrs,Cheryl,Hudson,Headteacher,1
1106,125192,3375,936/3375,Newdigate CofE Endowed Aided Infant School,Local authority maintained schools,Open,Church of England,4,7,9.6,Mole Valley,90,21-01-2021,73,36,37,7,Good,13-03-2018,Village Street,Newdigate,,Dorking,Surrey,RH5 5DJ,http://www.newdigate.surrey.sch.uk,01306631353,Mrs,Paula,Bliss,Headteacher,2
1107,125193,3376,936/3376,Nutfield Church CofE Primary School,Local authority maintained schools,Open,Church of England,5,11,9.9,Tandridge,210,21-01-2021,203,88,115,20,Good,09-07-2019,59 Mid Street,South Nutfield,,Redhill,Surrey,RH1 4JJ,www.nutfield.surrey.sch.uk,01737823239,Miss,Imogen,Woods,Headteacher,2
1109,125194,3380,936/3380,St Mary's CofE Primary School,Local authority maintained schools,Open,Church of England,4,11,10,Tandridge,660,21-01-2021,622,314,308,62,Outstanding,16-12-2015,Silkham Road,,,Oxted,Surrey,RH8 0NP,http://www.stmarysprimary.org,01883712817,Mrs,Sarah,Lewis,Headteacher,1
1110,125195,3381,936/3381,Puttenham CofE Infant School,Local authority maintained schools,Open,Church of England,5,7,3.9,Guildford,120,21-01-2021,102,46,56,4,Outstanding,29-04-2009,School Lane,Puttenham,,Guildford,Surrey,GU3 1AS,www.puttenhamschool.co.uk/,01483810317,Miss,Anna,De Filippis,Headteacher,1
1111,125196,3387,936/3387,Reigate Parish Church Primary  School,Local authority maintained schools,Open,Church of England,4,11,2.4,Reigate and Banstead,420,21-01-2021,423,204,219,10,Outstanding,19-06-2019,Blackborough Road,,,Reigate,Surrey,RH2 7DB,http://www.reigate-parish.org.uk,01737244476,Mrs,Frances,Davis,Headteacher,1
1112,130084,3396,936/3396,Peaslake CofE First School,Local authority maintained schools,Closed,Does not Apply,4,7,,Guildford,,,,,,,Not reported,,Colmans Hill,Peaslake,,Guildford,Surrey,GU5 9ST,,,,,,Headteacher,
1113,125197,3405,936/3405,St Peter's CofE Infant School,Local authority maintained schools,Open,Church of England,4,7,5.2,Tandridge,90,21-01-2021,77,42,35,4,Outstanding,31-01-2008,Tandridge Lane,Tandridge,,Oxted,Surrey,RH8 9NN,http://www.stpetersinfant.org,01883712439,Miss,Lenia,Greenaway,Headteacher,1
1114,125198,3407,936/3407,All Saints CofE Aided Infant School,Local authority maintained schools,Open,Church of England,4,7,0,Waverley,90,21-01-2021,90,44,46,0,Good,22-09-2021,Tilford Road,Tilford,,Farnham,Surrey,GU10 2DA,www.allsaints-tilford.surrey.sch.uk,01252792491,Miss,Sara,Cox,Headteacher,2
1115,125199,3408,936/3408,Clandon CofE Aided Primary School,Local authority maintained schools,Open,Church of England,5,10,35.4,Guildford,105,21-01-2021,79,41,38,28,Requires improvement,14-03-2019,The Street,West Clandon,,Guildford,Surrey,GU4 7ST,www.clandon.surrey.sch.uk,01483222442,Mrs,Victoria,Voller,Headteacher,3
1116,125200,3415,936/3415,The Chandler CofE Aided Junior School,Local authority maintained schools,Open,Church of England,7,11,10.3,Waverley,360,21-01-2021,370,193,177,38,Good,14-06-2017,Middlemarch,Roke Lane,Witley,Godalming,Surrey,GU8 5PB,http://www.thechandlercofejuniorschool.org.uk,01428683071,Mr,Hugh,Rawson,Headteacher,2
1117,125201,3416,936/3416,Horsell CofE Aided Junior School,Local authority maintained schools,Open,Church of England,7,11,6.4,Woking,360,21-01-2021,344,177,167,22,Good,15-01-2020,Meadway Drive,Horsell,Meadway Drive,Woking,Surrey,GU21 4TA,www.horsell-junior.surrey.sch.uk,01483761531,Mrs,Celia,Wand,Headteacher,2
1118,125202,3417,936/3417,Wonersh and Shamley Green CofE Aided Primary School,Local authority maintained schools,Open,Church of England,4,11,3.7,Waverley,210,21-01-2021,214,115,99,8,Good,10-11-2017,Guildford Road,Shamley Green,,Guildford,Surrey,GU5 0RT,http://www.wsg.surrey.sch.uk,01483892345,Mr,Tim,Cheesman,Headteacher,2
1119,125203,3421,936/3421,St Francis Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,4,11,10.7,Tandridge,420,21-01-2021,392,195,197,42,Good,06-10-2021,Whyteleafe Road,,,Caterham,Surrey,CR3 5ED,www.stfrancis.surrey.sch.uk/,01883342005,Mrs,Maria,Wheeler,Headteacher,2
1120,125204,3422,936/3422,St Joseph's Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,4,11,9.2,Mole Valley,189,21-01-2021,173,78,95,16,Good,23-01-2018,Norfolk Road,,,Dorking,Surrey,RH4 3JA,www.stjosephsschooldorking.co.uk,01306883934,Miss,Carolyn,Scrutton,Headteacher,2
1121,125205,3423,936/3423,St Joseph's Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,5,11,5.3,Epsom and Ewell,420,21-01-2021,432,221,211,23,Outstanding,22-11-2017,Rosebank,West Street,,Epsom,Surrey,KT18 7RT,http://www.stjosephs-epsom.surrey.sch.uk,01372727850,Mrs,Theresa M,Kenefick,Headteacher,1
1123,147429,3424,936/3424,St Polycarp's Catholic Primary School,Academies,Open,Roman Catholic,4,11,4.8,Waverley,420,21-01-2021,419,216,203,20,Not reported,,Waverley Lane,,,Farnham,Surrey,GU9 8BQ,www.stpolycarps.surrey.sch.uk/,01252716307,Mrs,Paula,Best,Headteacher,
1124,125207,3425,936/3425,St Tarcisiu's RC Junior School,Local authority maintained schools,Closed,Does not Apply,7,11,,Surrey Heath,,,,,,,Not reported,,Valroy Close,Knoll Road,,Camberley,Surrey,GU15 3SY,,,,,,Headteacher,
1126,130085,3435,936/3435,St Charle's RC First School,Local authority maintained schools,Closed,Does not Apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
1128,125209,3439,936/3439,"St Cuthbert's Catholic Primary School, Englefield Green",Local authority maintained schools,Open,Roman Catholic,5,11,4.5,Runnymede,210,21-01-2021,199,99,100,9,Outstanding,16-06-2008,Bagshot Road,Englefield Green,,Egham,Surrey,TW20 0RY,http://www.stcuthberts.surrey.sch.uk,01784434128,Mrs,Jackie,Gillin,Headteacher,1
1129,130087,3440,936/3440,St Barnaba's RC First School,Local authority maintained schools,Closed,Does not Apply,4,8,,Elmbridge,,,,,,,Not reported,,Down Street,,,West Molesey,Surrey,KT8 2TA,,,,,,Headteacher,
1131,143368,3441,936/3441,Holy Family Catholic Primary School,Academies,Open,Roman Catholic,4,11,5.5,Runnymede,210,21-01-2021,219,98,121,12,Good,21-10-2021,Ongar Hill,,,Addlestone,Surrey,KT15 1BP,http://www.holy-family.surrey.sch.uk,01932846366,Mr,Steve,Tindall,Headteacher,2
1132,125211,3443,936/3443,St Peter's Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,4,11,4.5,Mole Valley,424,21-01-2021,424,216,208,19,Outstanding,27-01-2017,Grange Road,,,Leatherhead,Surrey,KT22 7JN,www.stpeters-leatherhead.co.uk,01372274913,Mr,Richard,McKenzie,Headteacher,1
1135,125212,3446,936/3446,"St Paul's Catholic Primary School, Thames Ditton",Local authority maintained schools,Open,Roman Catholic,4,11,6,Elmbridge,420,21-01-2021,350,167,183,21,Good,24-04-2018,Hampton Court Way,,,Thames Ditton,Surrey,KT7 0LP,www.stpauls-thamesditton.surrey.sch.uk/,02083986791,Mrs,Hayley (Acting),Townsend,Headteacher,2
1136,130089,3450,936/3450,Cardinal Newman RC Middle School,Local authority maintained schools,Closed,Does not Apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
1138,145102,3458,936/3458,The Marist Catholic Primary School,Academies,Open,Roman Catholic,4,11,3.3,Woking,420,21-01-2021,418,204,214,14,Good,09-02-2022,Old Woking Road,,,West Byfleet,Surrey,KT14 6HS,www.marist.surrey.sch.uk/,01932344477,Mrs,Kate,Licence,Headteacher,2
1139,125214,3459,936/3459,St Ignatius Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,4,11,11.4,Spelthorne,420,21-01-2021,412,212,200,47,Good,02-10-2019,Green Street,,,Sunbury on Thames,Surrey,TW16 6QG,http://www.st-ignatius.surrey.sch.uk,01932785396,Mrs,Charlotte,Hendy,Headteacher,2
1140,125215,3461,936/3461,Our Lady of the Rosary RC Primary School,Local authority maintained schools,Open,Roman Catholic,4,11,4.3,Spelthorne,210,21-01-2021,210,108,102,9,Good,24-01-2018,Park Avenue,,,Staines,Surrey,TW18 2EF,www.olrs.co.uk,01784453539,Miss,Patricia,McNicholas,Headteacher,2
1142,148510,3462,936/3462,St Edmund's Catholic Primary School,Academies,Open,Roman Catholic,4,11,,Waverley,210,,,,,,Not reported,,The Drive,,,Godalming,Surrey,GU7 1PF,http://www.stedmundsschool.co.uk,01483414497,Mrs,Elizabeth,Higgins,Headteacher,
1144,130090,3464,936/3464,St Stephen's RC First School,Local authority maintained schools,Closed,Does not Apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
1146,130093,3467,936/3467,Bishopsmead CofE (Aided) Middle School,Local authority maintained schools,Closed,Does not Apply,8,11,,Epsom and Ewell,,,,,,,Not reported,,Sefton Road,,,Epsom,Surrey,KT19 9BQ,,,,,,Headteacher,
1147,125218,3468,936/3468,Send CofE Primary School,Local authority maintained schools,Open,Church of England,3,11,9.5,Guildford,450,21-01-2021,411,204,207,39,Good,19-06-2019,Send Barns Lane,Send,,Woking,Surrey,GU23 7BS,http://www.sendcofe.co.uk,01483223464,Mrs,Susan,Sayers,Executive Headteacher,2
1148,125219,3469,936/3469,St Anne's Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,4,11,3.2,Reigate and Banstead,420,21-01-2021,402,193,209,13,Good,10-07-2018,Court Road,,,Banstead,Surrey,SM7 2PH,www.stannes-school.uk,01737350012,Miss,Julie,Renaut,Headteacher,2
1149,125220,3470,936/3470,St Clement's Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,5,11,8.5,Epsom and Ewell,210,21-01-2021,212,111,101,18,Good,16-10-2019,Fennells Mead,Chessington Road,Ewell,Epsom,Surrey,KT17 1TX,www.stclements.surrey.sch.uk,02083938789,Mrs,Lisa,Kelly,Headteacher,2
1153,146573,3475,936/3475,St Cuthbert Mayne Catholic Primary School,Academies,Open,Roman Catholic,4,11,4.5,Waverley,211,21-01-2021,201,92,109,9,Not reported,,St Nicolas Avenue,,,Cranleigh,Surrey,GU6 7AQ,www.stcuthbertmayne.co.uk/,01483274961,Mrs,N,McCarthy,Interim Headteacher,
1154,125223,3476,936/3476,St Gregory RC Infant School,Local authority maintained schools,Closed,Does not Apply,5,7,,Surrey Heath,,,,,,,Not reported,,282 London Road,,,Camberley,Surrey,GU15 3JP,,,,,,Headteacher,
1161,143370,3488,936/3488,St Hugh of Lincoln Catholic Primary School,Academies,Open,Roman Catholic,5,11,2.9,Woking,210,21-01-2021,207,102,105,6,Good,28-11-2018,Five Oaks Close,St John's,,Woking,Surrey,GU21 8TU,http://www.sthugh-of-lincoln.surrey.sch.uk,01483480441,Mrs,Deb,Harper,Headteacher,2
1163,125228,3580,936/3580,Ashford CofE Primary School,Local authority maintained schools,Open,Church of England,4,11,14.6,Spelthorne,420,21-01-2021,391,208,183,57,Requires improvement,06-11-2019,School Road,,,Ashford,Surrey,TW15 2BW,www.ashford-primary.surrey.sch.uk/,01784253310,Mr,Neil,Meehan,Headteacher,3
1164,125229,3581,936/3581,Laleham CofE VA Primary School,Local authority maintained schools,Open,Church of England,4,11,5,Spelthorne,420,21-01-2021,404,220,184,20,Good,27-03-2018,The Broadway,Laleham,,Staines,Surrey,TW18 1SB,www.lalehamcofeprimaryschool.co.uk/,01784453556,Mr,Neil,Meehan,Headteacher,2
1165,125230,3583,936/3583,St Nicholas CofE Primary School,Local authority maintained schools,Open,Church of England,5,11,11.9,Spelthorne,564,21-01-2021,556,293,263,66,Good,09-02-2022,Manor Farm Avenue,,,Shepperton,Middlesex,TW17 9AD,www.stnicholas-shepperton.co.uk/,01932227744,Mrs,Nik,Cook (Headteacher),Headteacher,2
1166,125231,3585,936/3585,Littleton CofE Infant School,Local authority maintained schools,Open,Church of England,2,7,6,Spelthorne,142,21-01-2021,118,65,53,7,Good,26-04-2018,Rectory Close,,,Shepperton,Surrey,TW17 0QE,http://www.littleton.surrey.sch.uk,01932563271,Headteacher,Rachel,Barton,Headteacher,2
1168,143627,3587,936/3587,Waverley Abbey CofE Junior School,Academies,Open,Church of England,7,11,3.5,Waverley,480,21-01-2021,486,233,253,17,Good,11-12-2018,The Street,Tilford,,Farnham,Surrey,GU10 2AE,www.waverley-abbey.surrey.sch.uk/,01252782321,Mrs,Rebecca,Marshall,Headteacher,2
1169,125233,3915,936/3915,St Michael Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,2,11,7,Spelthorne,484,21-01-2021,476,217,259,29,Outstanding,05-02-2008,Feltham Hill Road,,,Ashford,Surrey,TW15 2DG,http://www.st-michaels.surrey.sch.uk/,01784253333,Mr,John,Lane,Headteacher,1
1170,125234,3916,936/3916,"St Joseph's Catholic Primary School, Redhill",Local authority maintained schools,Open,Roman Catholic,4,11,7.7,Reigate and Banstead,600,21-01-2021,546,269,277,42,Good,09-02-2022,Linkfield Lane,,,Redhill,,RH1 1EA,www.stjosephs-redhill.surrey.sch.uk/,01737765373,Mrs,Tamsyn,Lawlor,Headteacher,2
1173,143372,3918,936/3918,"St Charles Borromeo Catholic Primary School, Weybridge",Academies,Open,Roman Catholic,3,11,2.4,Elmbridge,248,21-01-2021,245,135,110,6,Not reported,,Portmore Way,,,Weybridge,Surrey,KT13 8JD,http://www.stcharlesb.surrey.sch.uk,01932842617,Mr,Stephen,Holt,Headteacher,
1175,143364,3919,936/3919,Cardinal Newman Catholic Primary School,Academies,Open,Roman Catholic,4,11,4.2,Elmbridge,420,21-01-2021,401,200,201,17,Good,25-09-2018,Arch Road,,,Hersham,Surrey,KT12 4QT,http://www.cardinalnewmanschool.co.uk,01932222536,Mrs,Catherine,Burnham,Headteacher,2
1176,125238,3920,936/3920,"St Dunstan's Catholic Primary School, Woking",Local authority maintained schools,Open,Roman Catholic,4,11,3.3,Woking,630,21-01-2021,630,326,304,21,Outstanding,26-02-2020,Onslow Crescent,,,Woking,Surrey,GU22 7AX,http://www.stdunstans.surrey.sch.uk,01483715190,Mrs,Julianne,Birch,Headteacher,1
1179,143366,3921,936/3921,St Alban's Catholic Primary School,Academies,Open,Roman Catholic,4,11,3.7,Elmbridge,420,21-01-2021,382,184,198,14,Outstanding,10-11-2021,Beauchamp Road,,,East Molesey,Surrey,KT8 2PG,www.stalbans.surrey.sch.uk,02089795893,Mr,M,Brannigan,Headteacher,1
1183,143365,3922,936/3922,St Anne's Catholic Primary School,Academies,Open,Roman Catholic,4,11,10.3,Runnymede,420,21-01-2021,418,209,209,43,Good,18-09-2018,Free Prae Road,,,Chertsey,Surrey,KT16 8ET,http://www.stannes-chertsey.surrey.sch.uk,01932562251,Mrs,Leanne,Harris,Headteacher,2
1184,125241,3923,936/3923,Scott Broadwood CofE Infant School,Local authority maintained schools,Open,Church of England,4,7,18.8,Mole Valley,90,21-01-2021,48,25,23,9,Good,11-07-2017,The Street,Capel,,Dorking,Surrey,RH5 5JX,www.sbinfant.uk,01306711181,Mrs,Alexandra,Colclough,Headteacher,2
1186,125242,3924,936/3924,St Bartholomew's CofE Aided Primary School,Local authority maintained schools,Open,Church of England,4,11,8.9,Waverley,420,21-01-2021,414,202,212,37,Good,13-01-2022,Derby Road,,,Haslemere,Surrey,GU27 1BP,http://www.stbartholomews.surrey.sch.uk,01428643634,Mr,Charles,Beckerson,Headteacher,2
